onetsoc_code,task_id,occupation_title,task_text_clean,hdbscan_cluster,hdbscan_cluster_assigned,auto_label_v2,auto_label_definition,auto_label_source,variant,was_hdbscan_noise
11-9041.01,15581,Biofuels/Biodiesel Technology and Product Development Managers,"Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts.",12,12,Manage biofuel operations,"Oversee production, safety, quality, and efficiency in biofuel manufacturing or power generation facilities.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9041.01,15564,Biofuels/Biodiesel Technology and Product Development Managers,Develop computational tools or approaches to improve biofuels research and development activities.,12,12,Manage biofuel operations,"Oversee production, safety, quality, and efficiency in biofuel manufacturing or power generation facilities.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9041.01,15570,Biofuels/Biodiesel Technology and Product Development Managers,Develop separation processes to recover biofuels.,12,12,Manage biofuel operations,"Oversee production, safety, quality, and efficiency in biofuel manufacturing or power generation facilities.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9041.01,15575,Biofuels/Biodiesel Technology and Product Development Managers,"Design chemical conversion processes, such as etherification, esterification, interesterification, transesterification, distillation, hydrogenation, oxidation or reduction of fats and oils, and vegetable oil refining.",12,12,Manage biofuel operations,"Oversee production, safety, quality, and efficiency in biofuel manufacturing or power generation facilities.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9041.01,15573,Biofuels/Biodiesel Technology and Product Development Managers,Design or execute solvent or product recovery experiments in laboratory or field settings.,12,12,Manage biofuel operations,"Oversee production, safety, quality, and efficiency in biofuel manufacturing or power generation facilities.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9041.01,15571,Biofuels/Biodiesel Technology and Product Development Managers,Develop methods to recover ethanol or other fuels from complex bioreactor liquid and gas streams.,12,12,Manage biofuel operations,"Oversee production, safety, quality, and efficiency in biofuel manufacturing or power generation facilities.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21409,"Entertainment and Recreation Managers, Except Gambling","Plan, organize, or lead group activities for customers, such as exercise routines, athletic events, or arts and crafts.",38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21408,"Entertainment and Recreation Managers, Except Gambling",Plan programs of events or schedules of activities.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21412,"Entertainment and Recreation Managers, Except Gambling","Talk to coworkers using electronic devices, such as computers and radios.",38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21416,"Entertainment and Recreation Managers, Except Gambling",Write budgets to plan recreational activities or programs.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21406,"Entertainment and Recreation Managers, Except Gambling",Interview and hire associates to fill staff vacancies.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21402,"Entertainment and Recreation Managers, Except Gambling",Calculate and record department expenses and revenue.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21413,"Entertainment and Recreation Managers, Except Gambling",Talk to customers to convey information about events or activities.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21404,"Entertainment and Recreation Managers, Except Gambling",Explain rules and regulations of facilities and entertainment attractions to customers.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21400,"Entertainment and Recreation Managers, Except Gambling",Administer first aid in emergency situations.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21401,"Entertainment and Recreation Managers, Except Gambling",Assign tasks and work hours to staff.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21410,"Entertainment and Recreation Managers, Except Gambling",Resolve customer complaints regarding worker performance or services rendered.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21411,"Entertainment and Recreation Managers, Except Gambling","Store and retrieve equipment, such as vehicles, radios, and ride components.",38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21414,"Entertainment and Recreation Managers, Except Gambling",Train workers in company procedures or policy.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21415,"Entertainment and Recreation Managers, Except Gambling",Write and present strategies for recreational facility programming using customer or employee data.,38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21405,"Entertainment and Recreation Managers, Except Gambling","Inspect equipment, such as rides, games, and vehicles, to detect wear and damage.",38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21403,"Entertainment and Recreation Managers, Except Gambling","Clean equipment and areas of amusement park, cruise ship, or other recreational facility.",38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9072.00,21407,"Entertainment and Recreation Managers, Except Gambling","Operate, drive, or explain the use of mechanical equipment in amusement parks, cruise ships, or other recreational facilities.",38,38,Organize recreation activities,"Plan and lead recreational programs, events, and staff activities for participants or customers.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1105,Lodging Managers,"Answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1108,Lodging Managers,"Participate in financial activities, such as the setting of room rates, the establishment of budgets, and the allocation of funds to departments.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1109,Lodging Managers,Confer and cooperate with other managers to ensure coordination of hotel activities.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1104,Lodging Managers,Greet and register guests.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,18599,Lodging Managers,Monitor the revenue activity of the hotel or facility.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1111,Lodging Managers,Manage and maintain temporary or permanent lodging facilities.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1113,Lodging Managers,Train staff members.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1112,Lodging Managers,Observe and monitor staff performance to ensure efficient operations and adherence to facility's policies and procedures.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1107,Lodging Managers,"Coordinate front-office activities of hotels or motels, and resolve problems.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1116,Lodging Managers,"Inspect guest rooms, public areas, and grounds for cleanliness and appearance.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1106,Lodging Managers,"Assign duties to workers, and schedule shifts.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1123,Lodging Managers,"Receive and process advance registration payments, mail letters of confirmation, or return checks when registrations cannot be accepted.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1118,Lodging Managers,Interview and hire applicants.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,18600,Lodging Managers,Collect payments and record data pertaining to funds and expenditures.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1115,Lodging Managers,Develop and implement policies and procedures for the operation of a department or establishment.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1117,Lodging Managers,Prepare required paperwork pertaining to departmental functions.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1114,Lodging Managers,"Show, rent, or assign accommodations.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1121,Lodging Managers,Perform marketing and public relations activities.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1122,Lodging Managers,Organize and coordinate the work of staff and convention personnel for meetings to be held at a particular facility.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1125,Lodging Managers,"Provide assistance to staff members by inspecting rooms, setting tables, or doing laundry.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1124,Lodging Managers,"Meet with clients to schedule and plan details of conventions, banquets, receptions and other functions.",67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9081.00,1126,Lodging Managers,Book tickets for guests for local tours and attractions.,67,67,Manage lodging operations,"Oversee guest services, staffing, budgets, and facility operations in hospitality settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,46,Medical and Health Services Managers,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,58,Medical and Health Services Managers,"Plan, implement, and administer programs and services in a health care or medical facility, including personnel administration, training, and coordination of medical, nursing and physical plant staff.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,52,Medical and Health Services Managers,"Establish work schedules and assignments for staff, according to workload, space, and equipment availability.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,54,Medical and Health Services Managers,"Monitor the use of diagnostic services, inpatient beds, facilities, and staff to ensure effective use of resources and assess the need for additional staff, equipment, and services.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,48,Medical and Health Services Managers,"Direct or conduct recruitment, hiring, and training of personnel.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,56,Medical and Health Services Managers,"Manage change in integrated health care delivery systems, such as work restructuring, technological innovations, and shifts in the focus of care.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,53,Medical and Health Services Managers,"Maintain communication between governing boards, medical staff, and department heads by attending board meetings and coordinating interdepartmental functioning.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,47,Medical and Health Services Managers,Establish objectives and evaluative or operational criteria for units managed.,122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,50,Medical and Health Services Managers,Develop and implement organizational policies and procedures for the facility or medical unit.,122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,61,Medical and Health Services Managers,Review and analyze facility activities and data to aid planning and cash and risk management and to improve service utilization.,122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,57,Medical and Health Services Managers,"Prepare activity reports to inform management of the status and implementation plans of programs, services, and quality initiatives.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,62,Medical and Health Services Managers,"Develop or expand and implement medical programs or health services that promote research, rehabilitation, and community health.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,59,Medical and Health Services Managers,"Consult with medical, business, and community groups to discuss service problems, respond to community needs, enhance public relations, coordinate activities and plans, and promote health programs.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,63,Medical and Health Services Managers,Develop instructional materials and conduct in-service and community-based educational programs.,122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9111.00,60,Medical and Health Services Managers,"Inspect facilities and recommend building or equipment modifications to ensure emergency readiness and compliance to access, safety, and sanitation regulations.",122,122,Manage administrative operations,"Oversee departmental processes, resources, and procedures to improve operational efficiency.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.00,7209,Natural Sciences Managers,"Hire, supervise, or evaluate engineers, technicians, researchers, or other staff.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7207,Natural Sciences Managers,"Design or coordinate successive phases of problem analysis, solution proposals, or testing.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7205,Natural Sciences Managers,"Plan or direct research, development, or production activities.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7208,Natural Sciences Managers,"Review project activities and prepare and review research, testing, or operational reports.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7203,Natural Sciences Managers,"Confer with scientists, engineers, regulators, or others to plan or review projects or to provide technical assistance.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7204,Natural Sciences Managers,"Develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7210,Natural Sciences Managers,Determine scientific or technical goals within broad outlines provided by top management and make detailed plans to accomplish these goals.,-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7206,Natural Sciences Managers,Prepare project proposals.,-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7211,Natural Sciences Managers,"Develop or implement policies, standards, or procedures for the architectural, scientific, or technical work performed to ensure regulatory compliance or operations enhancement.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7215,Natural Sciences Managers,Recruit personnel or oversee the development or maintenance of staff competence.,-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7217,Natural Sciences Managers,"Prepare and administer budgets, approve and review expenditures, and prepare financial reports.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7214,Natural Sciences Managers,Conduct own research in field of expertise.,-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7212,Natural Sciences Managers,Develop innovative technology or train staff for its implementation.,-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7218,Natural Sciences Managers,Make presentations at professional meetings to further knowledge in the field.,-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7213,Natural Sciences Managers,"Provide for stewardship of plant or animal resources or habitats, studying land use, monitoring animal populations, or providing shelter, resources, or medical treatment for animals.",-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.00,7216,Natural Sciences Managers,Advise or assist in obtaining patents or meeting other legal requirements.,-1,168,Oversee engineering projects,"Direct civil or environmental engineering work to ensure compliance, progress, and design integrity.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
11-9121.01,15612,Clinical Research Coordinators,"Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15587,Clinical Research Coordinators,"Perform specific protocol procedures such as interviewing subjects, taking vital signs, and performing electrocardiograms.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15610,Clinical Research Coordinators,"Assess eligibility of potential subjects through methods such as screening interviews, reviews of medical records, or discussions with physicians and nurses.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15595,Clinical Research Coordinators,"Prepare study-related documentation, such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, or progress reports.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15602,Clinical Research Coordinators,Inform patients or caregivers about study aspects and outcomes to be expected.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15594,Clinical Research Coordinators,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15613,Clinical Research Coordinators,"Monitor study activities to ensure compliance with protocols and with all relevant local, federal, and state regulatory and institutional polices.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15597,Clinical Research Coordinators,Oversee subject enrollment to ensure that informed consent is properly obtained and documented.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15614,Clinical Research Coordinators,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15603,Clinical Research Coordinators,"Identify protocol problems, inform investigators of problems, or assist in problem resolution efforts, such as protocol revisions.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15593,Clinical Research Coordinators,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15608,Clinical Research Coordinators,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15592,Clinical Research Coordinators,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15609,Clinical Research Coordinators,"Code, evaluate, or interpret collected study data.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15605,Clinical Research Coordinators,"Direct the requisition, collection, labeling, storage, or shipment of specimens.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15601,Clinical Research Coordinators,"Instruct research staff in scientific and procedural aspects of studies including standards of care, informed consent procedures, or documentation procedures.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15600,Clinical Research Coordinators,Maintain contact with sponsors to schedule and coordinate site visits or to answer questions about issues such as incomplete data.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15585,Clinical Research Coordinators,"Prepare for or participate in quality assurance audits conducted by study sponsors, federal agencies, or specially designated review groups.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15598,Clinical Research Coordinators,Order drugs or devices necessary for study completion.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15606,Clinical Research Coordinators,Contact outside health care providers and communicate with subjects to obtain follow-up information.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15596,Clinical Research Coordinators,Participate in the development of study protocols including guidelines for administration or data collection procedures.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15591,Clinical Research Coordinators,Confer with health care professionals to determine the best recruitment practices for studies.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15607,Clinical Research Coordinators,Communicate with laboratories or investigators regarding laboratory findings.,4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
11-9121.01,15583,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",4,4,Coordinate study protocols,"Schedule participants, perform protocol procedures, and document study activities to support research compliance.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
